time_seconds,speed_meters_per_second,acceleration_meters_per_second_squared,Acceleration_Type,Deceleration_Type,Good_Driver
2,1.2899922,-0.0585056,,Smooth Deceleration,TRUE
3,1.2031494,-0.0868428,,Smooth Deceleration,TRUE
4,1.1009204,-0.102229,,Smooth Deceleration,TRUE
6,1.1169481,0.00801385,Smooth Acceleration,,TRUE
7,0.35544685,-0.76150125,,Smooth Deceleration,TRUE
8,0.08387315,-0.2715737,,Smooth Deceleration,TRUE
9,0.30850878,0.22463563,Smooth Acceleration,,TRUE
10,0.76512283,0.45661405,Smooth Acceleration,,TRUE
11,0.7643647,-0.00075813,,Smooth Deceleration,TRUE
12,0.75129676,-0.01306794,,Smooth Deceleration,TRUE
13,0.56617117,-0.18512559,,Smooth Deceleration,TRUE
14,0.3461472,-0.22002397,,Smooth Deceleration,TRUE
15,0.22557996,-0.12056724,,Smooth Deceleration,TRUE
17,0.0838103,-0.07088483,,Smooth Deceleration,TRUE
18,0.04943016,-0.03438014,,Smooth Deceleration,TRUE
20,0.025005477,-0.012212342,,Smooth Deceleration,TRUE
21,0.018383428,-0.006622049,,Smooth Deceleration,TRUE
22,0.02598363,0.007600202,Smooth Acceleration,,TRUE
23,0.03331669,0.00733306,Smooth Acceleration,,TRUE
24,0.1194552,0.08613851,Smooth Acceleration,,TRUE
25,0.16339764,0.04394244,Smooth Acceleration,,TRUE
26,0.14946522,-0.01393242,,Smooth Deceleration,TRUE
27,0.08909343,-0.06037179,,Smooth Deceleration,TRUE
28,0.07273322,-0.01636021,,Smooth Deceleration,TRUE
29,0.05155265,-0.02118057,,Smooth Deceleration,TRUE
31,0.051025234,-0.000263708,,Smooth Deceleration,TRUE
32,0.04589992,-0.005125314,,Smooth Deceleration,TRUE
33,0.051770464,0.005870544,Smooth Acceleration,,TRUE
34,0.036604878,-0.015165586,,Smooth Deceleration,TRUE
35,0.03293666,-0.003668218,,Smooth Deceleration,TRUE
36,0.02555361,-0.00738305,,Smooth Deceleration,TRUE
37,0.021040447,-0.004513163,,Smooth Deceleration,TRUE
38,0.01361039,-0.007430057,,Smooth Deceleration,TRUE
39,0.013602622,-7.77E-06,,Smooth Deceleration,TRUE
40,0.010931855,-0.002670767,,Smooth Deceleration,TRUE
41,0.007242899,-0.003688956,,Smooth Deceleration,TRUE
45,0.008526299,0.00032085,Smooth Acceleration,,TRUE
47,0.016938966,0.004206334,Smooth Acceleration,,TRUE
49,0.020093987,0.001577511,Smooth Acceleration,,TRUE
50,0.012260538,-0.007833449,,Smooth Deceleration,TRUE
52,0.022798253,0.005268858,Smooth Acceleration,,TRUE
53,0.018093243,-0.00470501,,Smooth Deceleration,TRUE
54,0.011166047,-0.006927196,,Smooth Deceleration,TRUE
55,0.016378982,0.005212935,Smooth Acceleration,,TRUE
56,0.019294329,0.002915347,Smooth Acceleration,,TRUE
57,0.018635562,-0.000658767,,Smooth Deceleration,TRUE
58,0.012513425,-0.006122137,,Smooth Deceleration,TRUE
59,0.020578431,0.008065006,Smooth Acceleration,,TRUE
60,0.014299226,-0.006279205,,Smooth Deceleration,TRUE
61,0.017013863,0.002714637,Smooth Acceleration,,TRUE
63,0.015177617,-0.000918123,,Smooth Deceleration,TRUE
64,0.0278797,0.012702083,Smooth Acceleration,,TRUE
66,0.02332739,-0.002276155,,Smooth Deceleration,TRUE
67,0.018368218,-0.004959172,,Smooth Deceleration,TRUE
68,0.018029884,-0.000338334,,Smooth Deceleration,TRUE
69,0.026148595,0.008118711,Smooth Acceleration,,TRUE
70,0.112949766,0.086801171,Smooth Acceleration,,TRUE
71,0.06410099,-0.048848776,,Smooth Deceleration,TRUE
72,0.04794249,-0.0161585,,Smooth Deceleration,TRUE
73,0.027728723,-0.020213767,,Smooth Deceleration,TRUE
74,0.0268665,-0.000862223,,Smooth Deceleration,TRUE
75,0.041968375,0.015101875,Smooth Acceleration,,TRUE
77,0.025143169,-0.008412603,,Smooth Deceleration,TRUE
78,0.015467035,-0.009676134,,Smooth Deceleration,TRUE
80,0.014728977,-0.000369029,,Smooth Deceleration,TRUE
81,0.016247515,0.001518538,Smooth Acceleration,,TRUE
82,0.010614695,-0.00563282,,Smooth Deceleration,TRUE
83,0.007017167,-0.003597528,,Smooth Deceleration,TRUE
84,0.011755661,0.004738494,Smooth Acceleration,,TRUE
85,0.009707689,-0.002047972,,Smooth Deceleration,TRUE
86,0.010954016,0.001246327,Smooth Acceleration,,TRUE
87,0.014550894,0.003596878,Smooth Acceleration,,TRUE
88,0.023728292,0.009177398,Smooth Acceleration,,TRUE
89,0.017215155,-0.006513137,,Smooth Deceleration,TRUE
90,0.011481907,-0.005733248,,Smooth Deceleration,TRUE
91,0.009281988,-0.002199919,,Smooth Deceleration,TRUE
92,0.008780135,-0.000501853,,Smooth Deceleration,TRUE
93,0.007597867,-0.001182269,,Smooth Deceleration,TRUE
94,0.020567471,0.012969605,Smooth Acceleration,,TRUE
95,0.012275822,-0.008291649,,Smooth Deceleration,TRUE
96,0.011331023,-0.000944799,,Smooth Deceleration,TRUE
97,0.009713016,-0.001618007,,Smooth Deceleration,TRUE
98,0.0210126,0.011299584,Smooth Acceleration,,TRUE
99,0.014582487,-0.006430113,,Smooth Deceleration,TRUE
101,0.01796214,0.001689827,Smooth Acceleration,,TRUE
102,0.015390858,-0.002571282,,Smooth Deceleration,TRUE
104,0.015054859,-0.000168,,Smooth Deceleration,TRUE
105,0.010013676,-0.005041183,,Smooth Deceleration,TRUE
106,0.008898698,-0.001114978,,Smooth Deceleration,TRUE
107,0.011652297,0.002753599,Smooth Acceleration,,TRUE
108,0.01536562,0.003713323,Smooth Acceleration,,TRUE
109,0.017762959,0.002397339,Smooth Acceleration,,TRUE
110,0.01664831,-0.001114649,,Smooth Deceleration,TRUE
111,0.019131673,0.002483363,Smooth Acceleration,,TRUE
112,0.010824074,-0.008307599,,Smooth Deceleration,TRUE
113,0.014663983,0.003839909,Smooth Acceleration,,TRUE
115,0.015848104,0.00059206,Smooth Acceleration,,TRUE
116,0.018473815,0.002625711,Smooth Acceleration,,TRUE
117,0.015962303,-0.002511512,,Smooth Deceleration,TRUE
118,0.021231258,0.005268955,Smooth Acceleration,,TRUE
119,0.01269022,-0.008541038,,Smooth Deceleration,TRUE
120,0.016463013,0.003772793,Smooth Acceleration,,TRUE
121,0.015267842,-0.001195171,,Smooth Deceleration,TRUE
122,0.01895683,0.003688989,Smooth Acceleration,,TRUE
123,0.016691629,-0.002265201,,Smooth Deceleration,TRUE
124,0.014641157,-0.002050472,,Smooth Deceleration,TRUE
125,0.015893977,0.00125282,Smooth Acceleration,,TRUE
126,0.014022823,-0.001871154,,Smooth Deceleration,TRUE
127,0.011158044,-0.002864779,,Smooth Deceleration,TRUE
128,0.00812429,-0.003033754,,Smooth Deceleration,TRUE
129,0.025725037,0.017600747,Smooth Acceleration,,TRUE
130,0.020423263,-0.005301774,,Smooth Deceleration,TRUE
131,0.014807452,-0.005615812,,Smooth Deceleration,TRUE
132,0.015740221,0.000932769,Smooth Acceleration,,TRUE
133,0.012005748,-0.003734473,,Smooth Deceleration,TRUE
134,0.014875682,0.002869934,Smooth Acceleration,,TRUE
135,0.015586888,0.000711206,Smooth Acceleration,,TRUE
137,0.015336187,-0.000125351,,Smooth Deceleration,TRUE
138,0.018399628,0.003063441,Smooth Acceleration,,TRUE
139,0.027594054,0.009194426,Smooth Acceleration,,TRUE
140,0.04462734,0.017033286,Smooth Acceleration,,TRUE
141,0.030577203,-0.014050137,,Smooth Deceleration,TRUE
142,0.05137472,0.020797517,Smooth Acceleration,,TRUE
143,0.033768456,-0.017606264,,Smooth Deceleration,TRUE
144,0.023168169,-0.010600287,,Smooth Deceleration,TRUE
145,0.017784702,-0.005383467,,Smooth Deceleration,TRUE
146,0.016181227,-0.001603475,,Smooth Deceleration,TRUE
147,0.0219438,0.005762573,Smooth Acceleration,,TRUE
148,0.02940747,0.00746367,Smooth Acceleration,,TRUE
149,0.020684496,-0.008722974,,Smooth Deceleration,TRUE
150,0.02809351,0.007409014,Smooth Acceleration,,TRUE
151,0.019692833,-0.008400677,,Smooth Deceleration,TRUE
152,0.022713453,0.00302062,Smooth Acceleration,,TRUE
153,0.01512477,-0.007588683,,Smooth Deceleration,TRUE
154,0.03841356,0.02328879,Smooth Acceleration,,TRUE
155,0.022254452,-0.016159108,,Smooth Deceleration,TRUE
156,0.013701774,-0.008552678,,Smooth Deceleration,TRUE
157,0.016951717,0.003249943,Smooth Acceleration,,TRUE
158,0.013271001,-0.003680716,,Smooth Deceleration,TRUE
159,0.008359849,-0.004911153,,Smooth Deceleration,TRUE
160,0.023404505,0.015044657,Smooth Acceleration,,TRUE
161,0.01650844,-0.006896065,,Smooth Deceleration,TRUE
162,0.014277338,-0.002231102,,Smooth Deceleration,TRUE
163,0.021632297,0.007354959,Smooth Acceleration,,TRUE
164,0.02071398,-0.000918317,,Smooth Deceleration,TRUE
165,0.015419906,-0.005294074,,Smooth Deceleration,TRUE
167,0.019434424,0.002007259,Smooth Acceleration,,TRUE
168,0.014476663,-0.004957761,,Smooth Deceleration,TRUE
170,0.010728203,-0.00187423,,Smooth Deceleration,TRUE
171,0.020468777,0.009740574,Smooth Acceleration,,TRUE
173,0.01118175,-0.004643514,,Smooth Deceleration,TRUE
174,0.01604163,0.00485988,Smooth Acceleration,,TRUE
176,0.018606547,0.001282459,Smooth Acceleration,,TRUE
177,0.014245982,-0.004360565,,Smooth Deceleration,TRUE
178,0.025252825,0.011006843,Smooth Acceleration,,TRUE
179,0.018144209,-0.007108616,,Smooth Deceleration,TRUE
180,0.016885854,-0.001258355,,Smooth Deceleration,TRUE
182,0.012436112,-0.002224871,,Smooth Deceleration,TRUE
183,0.018031038,0.005594926,Smooth Acceleration,,TRUE
185,0.010821722,-0.003604658,,Smooth Deceleration,TRUE
186,0.02017893,0.009357209,Smooth Acceleration,,TRUE
188,0.017499952,-0.001339489,,Smooth Deceleration,TRUE
189,0.017586838,8.69E-05,Smooth Acceleration,,TRUE
190,0.021951113,0.004364275,Smooth Acceleration,,TRUE
192,0.013631772,-0.004159671,,Smooth Deceleration,TRUE
193,0.013682243,5.05E-05,Smooth Acceleration,,TRUE
195,0.5159371,0.251127429,Smooth Acceleration,,TRUE
196,1.1646509,0.6487138,Smooth Acceleration,,TRUE
198,2.123861,0.47960505,Smooth Acceleration,,TRUE
199,2.5894432,0.4655822,Smooth Acceleration,,TRUE
201,3.6553874,0.5329721,Smooth Acceleration,,TRUE
202,3.9714808,0.3160934,Smooth Acceleration,,TRUE
203,4.1760764,0.2045956,Smooth Acceleration,,TRUE
204,4.362699,0.1866226,Smooth Acceleration,,TRUE
205,4.5775948,0.2148958,Smooth Acceleration,,TRUE
206,7.6965265,3.1189317,Rapid Acceleration,,FALSE
207,8.444502,0.7479755,Smooth Acceleration,,TRUE
208,9.313962,0.86946,Smooth Acceleration,,TRUE
209,10.186378,0.872416,Smooth Acceleration,,TRUE
210,10.594782,0.408404,Smooth Acceleration,,TRUE
211,10.228497,-0.366285,,Smooth Deceleration,TRUE
214,11.740802,0.504101667,Smooth Acceleration,,TRUE
215,12.625615,0.884813,Smooth Acceleration,,TRUE
216,13.559067,0.933452,Smooth Acceleration,,TRUE
217,14.426346,0.867279,Smooth Acceleration,,TRUE
218,15.194387,0.768041,Smooth Acceleration,,TRUE
219,14.946437,-0.24795,,Smooth Deceleration,TRUE
220,14.876409,-0.070028,,Smooth Deceleration,TRUE
221,15.202684,0.326275,Smooth Acceleration,,TRUE
222,15.552833,0.350149,Smooth Acceleration,,TRUE
223,15.955585,0.402752,Smooth Acceleration,,TRUE
224,16.353998,0.398413,Smooth Acceleration,,TRUE
225,16.724855,0.370857,Smooth Acceleration,,TRUE
226,17.1794,0.454545,Smooth Acceleration,,TRUE
227,17.588997,0.409597,Smooth Acceleration,,TRUE
228,18.085255,0.496258,Smooth Acceleration,,TRUE
229,18.409687,0.324432,Smooth Acceleration,,TRUE
230,18.145779,-0.263908,,Smooth Deceleration,TRUE
231,17.831846,-0.313933,,Smooth Deceleration,TRUE
232,17.605488,-0.226358,,Smooth Deceleration,TRUE
234,18.216894,0.305703,Smooth Acceleration,,TRUE
235,18.621569,0.404675,Smooth Acceleration,,TRUE
236,19.109411,0.487842,Smooth Acceleration,,TRUE
237,19.528154,0.418743,Smooth Acceleration,,TRUE
238,20.034298,0.506144,Smooth Acceleration,,TRUE
239,20.561274,0.526976,Smooth Acceleration,,TRUE
240,20.847784,0.28651,Smooth Acceleration,,TRUE
241,21.167917,0.320133,Smooth Acceleration,,TRUE
242,21.280903,0.112986,Smooth Acceleration,,TRUE
243,21.446884,0.165981,Smooth Acceleration,,TRUE
244,21.580334,0.13345,Smooth Acceleration,,TRUE
245,21.660295,0.079961,Smooth Acceleration,,TRUE
246,21.848423,0.188128,Smooth Acceleration,,TRUE
247,22.052687,0.204264,Smooth Acceleration,,TRUE
248,22.267294,0.214607,Smooth Acceleration,,TRUE
249,22.494629,0.227335,Smooth Acceleration,,TRUE
250,22.698425,0.203796,Smooth Acceleration,,TRUE
251,22.892979,0.194554,Smooth Acceleration,,TRUE
252,23.067415,0.174436,Smooth Acceleration,,TRUE
254,23.449389,0.190987,Smooth Acceleration,,TRUE
255,23.640018,0.190629,Smooth Acceleration,,TRUE
256,23.680183,0.040165,Smooth Acceleration,,TRUE
257,24.106297,0.426114,Smooth Acceleration,,TRUE
258,24.188215,0.081918,Smooth Acceleration,,TRUE
259,24.245338,0.057123,Smooth Acceleration,,TRUE
260,24.172148,-0.07319,,Smooth Deceleration,TRUE
261,24.124249,-0.047899,,Smooth Deceleration,TRUE
262,24.048592,-0.075657,,Smooth Deceleration,TRUE
263,23.977901,-0.070691,,Smooth Deceleration,TRUE
264,23.72591,-0.251991,,Smooth Deceleration,TRUE
265,23.433163,-0.292747,,Smooth Deceleration,TRUE
266,23.188622,-0.244541,,Smooth Deceleration,TRUE
267,23.25054,0.061918,Smooth Acceleration,,TRUE
268,23.43467,0.18413,Smooth Acceleration,,TRUE
269,23.450106,0.015436,Smooth Acceleration,,TRUE
270,23.42904,-0.021066,,Smooth Deceleration,TRUE
271,23.038754,-0.390286,,Smooth Deceleration,TRUE
272,22.899834,-0.13892,,Smooth Deceleration,TRUE
273,22.83038,-0.069454,,Smooth Deceleration,TRUE
274,22.752268,-0.078112,,Smooth Deceleration,TRUE
275,23.069618,0.31735,Smooth Acceleration,,TRUE
276,23.233662,0.164044,Smooth Acceleration,,TRUE
277,23.364368,0.130706,Smooth Acceleration,,TRUE
278,23.488024,0.123656,Smooth Acceleration,,TRUE
279,23.579847,0.091823,Smooth Acceleration,,TRUE
280,23.701458,0.121611,Smooth Acceleration,,TRUE
281,23.799675,0.098217,Smooth Acceleration,,TRUE
282,23.851631,0.051956,Smooth Acceleration,,TRUE
283,23.934027,0.082396,Smooth Acceleration,,TRUE
284,23.951,0.016973,Smooth Acceleration,,TRUE
285,23.886595,-0.064405,,Smooth Deceleration,TRUE
286,23.829615,-0.05698,,Smooth Deceleration,TRUE
287,23.688105,-0.14151,,Smooth Deceleration,TRUE
288,23.671066,-0.017039,,Smooth Deceleration,TRUE
289,23.667812,-0.003254,,Smooth Deceleration,TRUE
290,23.659803,-0.008009,,Smooth Deceleration,TRUE
291,23.619993,-0.03981,,Smooth Deceleration,TRUE
292,23.39414,-0.225853,,Smooth Deceleration,TRUE
293,22.99003,-0.40411,,Smooth Deceleration,TRUE
294,23.176527,0.186497,Smooth Acceleration,,TRUE
295,22.987385,-0.189142,,Smooth Deceleration,TRUE
296,23.115389,0.128004,Smooth Acceleration,,TRUE
297,23.251497,0.136108,Smooth Acceleration,,TRUE
298,22.82979,-0.421707,,Smooth Deceleration,TRUE
299,22.865217,0.035427,Smooth Acceleration,,TRUE
300,22.81925,-0.045967,,Smooth Deceleration,TRUE
301,22.743675,-0.075575,,Smooth Deceleration,TRUE
302,22.652502,-0.091173,,Smooth Deceleration,TRUE
303,22.586739,-0.065763,,Smooth Deceleration,TRUE
304,22.556385,-0.030354,,Smooth Deceleration,TRUE
305,22.512468,-0.043917,,Smooth Deceleration,TRUE
306,22.541616,0.029148,Smooth Acceleration,,TRUE
307,22.728203,0.186587,Smooth Acceleration,,TRUE
308,22.808092,0.079889,Smooth Acceleration,,TRUE
309,22.945253,0.137161,Smooth Acceleration,,TRUE
310,23.357502,0.412249,Smooth Acceleration,,TRUE
311,23.218525,-0.138977,,Smooth Deceleration,TRUE
312,23.42199,0.203465,Smooth Acceleration,,TRUE
313,23.535564,0.113574,Smooth Acceleration,,TRUE
314,23.65751,0.121946,Smooth Acceleration,,TRUE
315,23.609638,-0.047872,,Smooth Deceleration,TRUE
316,23.446835,-0.162803,,Smooth Deceleration,TRUE
317,23.472822,0.025987,Smooth Acceleration,,TRUE
318,23.354546,-0.118276,,Smooth Deceleration,TRUE
319,23.21908,-0.135466,,Smooth Deceleration,TRUE
320,23.26619,0.04711,Smooth Acceleration,,TRUE
321,23.214062,-0.052128,,Smooth Deceleration,TRUE
322,23.05247,-0.161592,,Smooth Deceleration,TRUE
323,22.794088,-0.258382,,Smooth Deceleration,TRUE
324,22.445515,-0.348573,,Smooth Deceleration,TRUE
325,22.403334,-0.042181,,Smooth Deceleration,TRUE
326,22.341187,-0.062147,,Smooth Deceleration,TRUE
327,22.41734,0.076153,Smooth Acceleration,,TRUE
328,22.383184,-0.034156,,Smooth Deceleration,TRUE
329,22.47257,0.089386,Smooth Acceleration,,TRUE
330,22.552238,0.079668,Smooth Acceleration,,TRUE
331,22.597713,0.045475,Smooth Acceleration,,TRUE
332,22.572472,-0.025241,,Smooth Deceleration,TRUE
333,22.377228,-0.195244,,Smooth Deceleration,TRUE
334,22.192574,-0.184654,,Smooth Deceleration,TRUE
335,22.112759,-0.079815,,Smooth Deceleration,TRUE
336,22.033718,-0.079041,,Smooth Deceleration,TRUE
337,21.91789,-0.115828,,Smooth Deceleration,TRUE
338,22.055796,0.137906,Smooth Acceleration,,TRUE
339,22.60275,0.546954,Smooth Acceleration,,TRUE
340,23.740042,1.137292,Rapid Acceleration,,FALSE
341,24.219534,0.479492,Smooth Acceleration,,TRUE
342,24.798342,0.578808,Smooth Acceleration,,TRUE
343,25.05732,0.258978,Smooth Acceleration,,TRUE
344,25.343515,0.286195,Smooth Acceleration,,TRUE
345,25.349712,0.006197,Smooth Acceleration,,TRUE
346,25.427586,0.077874,Smooth Acceleration,,TRUE
347,25.48861,0.061024,Smooth Acceleration,,TRUE
348,25.416853,-0.071757,,Smooth Deceleration,TRUE
349,25.409933,-0.00692,,Smooth Deceleration,TRUE
350,25.418814,0.008881,Smooth Acceleration,,TRUE
351,25.380598,-0.038216,,Smooth Deceleration,TRUE
352,25.379246,-0.001352,,Smooth Deceleration,TRUE
353,25.472164,0.092918,Smooth Acceleration,,TRUE
354,25.625324,0.15316,Smooth Acceleration,,TRUE
355,25.836264,0.21094,Smooth Acceleration,,TRUE
356,26.120592,0.284328,Smooth Acceleration,,TRUE
357,26.166967,0.046375,Smooth Acceleration,,TRUE
358,25.806149,-0.360818,,Smooth Deceleration,TRUE
359,25.537163,-0.268986,,Smooth Deceleration,TRUE
360,25.528381,-0.008782,,Smooth Deceleration,TRUE
361,26.07775,0.549369,Smooth Acceleration,,TRUE
362,26.488314,0.410564,Smooth Acceleration,,TRUE
363,26.505053,0.016739,Smooth Acceleration,,TRUE
364,25.999382,-0.505671,,Smooth Deceleration,TRUE
365,25.390594,-0.608788,,Smooth Deceleration,TRUE
366,25.219036,-0.171558,,Smooth Deceleration,TRUE
367,25.225924,0.006888,Smooth Acceleration,,TRUE
368,25.34702,0.121096,Smooth Acceleration,,TRUE
369,25.243761,-0.103259,,Smooth Deceleration,TRUE
370,24.797504,-0.446257,,Smooth Deceleration,TRUE
371,24.268015,-0.529489,,Smooth Deceleration,TRUE
372,23.46145,-0.806565,,Smooth Deceleration,TRUE
373,22.971554,-0.489896,,Smooth Deceleration,TRUE
374,22.586637,-0.384917,,Smooth Deceleration,TRUE
375,22.137953,-0.448684,,Smooth Deceleration,TRUE
376,21.82912,-0.308833,,Smooth Deceleration,TRUE
377,21.547121,-0.281999,,Smooth Deceleration,TRUE
378,21.239075,-0.308046,,Smooth Deceleration,TRUE
379,20.897387,-0.341688,,Smooth Deceleration,TRUE
380,20.652674,-0.244713,,Smooth Deceleration,TRUE
381,20.52842,-0.124254,,Smooth Deceleration,TRUE
382,20.352802,-0.175618,,Smooth Deceleration,TRUE
383,20.39205,0.039248,Smooth Acceleration,,TRUE
384,20.186691,-0.205359,,Smooth Deceleration,TRUE
385,19.980488,-0.206203,,Smooth Deceleration,TRUE
386,19.832417,-0.148071,,Smooth Deceleration,TRUE
387,19.68881,-0.143607,,Smooth Deceleration,TRUE
388,19.52737,-0.16144,,Smooth Deceleration,TRUE
389,19.383802,-0.143568,,Smooth Deceleration,TRUE
390,19.284029,-0.099773,,Smooth Deceleration,TRUE
